Layer 0,Layer 1,Layer 2,Layer 3,Layer 4
Abstract,,,,,
Attribute,,,,,
Continuant,,,,,
Entity,,,,,
Object,,,,,
Occurrent,,,,,
Physical,,,,,
Process,,,,,
Relation,,,,,
Object,Artifact,Device,WritingDevice,,
Process,IntentionalProcess,RecreationOrExercise,Yoga,,
Process,Motion,WeatherProcess,Zud,,
Object,Artifact,Device,SelfPoweredDevice,AAM,
Object,Artifact,Device,TransportationDevice,AAV,
Object,Artifact,Device,PowerSource,ACPowerSource,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,ADHD,
Object,Artifact,Device,SelfPoweredDevice,AGM,
Object,Artifact,Device,SelfPoweredDevice,AGM114,
Object,Artifact,Device,SelfPoweredDevice,AGM65,
Object,Artifact,Device,TransportationDevice,AH1,
Abstract,Proposition,FieldOfStudy,AIWelfareTheory,AIAbuse,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AIAlignment,
Attribute,,,,AIArchitecture,
Process,InternalChange,Damaging,Catastrophe,AICatastrophicEvent,
Abstract,Proposition,FieldOfStudy,AISafety,AIControlProblem,
Object,Artifact,Device,PhysicalDevice,AICorporateAsset,
Process,IntentionalProcess,SocialInteraction,Deception,AIDeception,
Process,,,,AIDecline,
Abstract,Proposition,FieldOfStudy,AIWelfareTheory,AIExploitation,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AIFulfillment,
Process,IntentionalProcess,OrganizationalProcess,PoliticalProcess,AIGovernanceProcess,
Object,Artifact,Device,SelfPoweredDevice,AIM9,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AIPersonhood,
Process,IntentionalProcess,SocialInteraction,Deception,AIStrategicDeception,
Abstract,Proposition,FieldOfStudy,AIWelfareTheory,AISuffering,
Attribute,RelationalAttribute,NormativeAttribute,SubjectiveAssessmentAttribute,AIWellbeing,
Object,Artifact,Device,TransportationDevice,AMEV,
Object,Artifact,Device,HouseholdAppliance,AMFMAlarmClock,
Object,Artifact,StationaryArtifact,BroadcastingStation,AMRadioStation,
Physical,Collection,CommunicationSystem,RadioSystem,AMRadioSystem,
Physical,,,,AOCnumber,
Object,Artifact,Device,TransportationDevice,APC,
Object,Artifact,Device,Tire,ATVTire,
,,,,AbaloneMeat,
Object,,,,Abatacept,
Object,AutonomousAgent,Organization,ReligiousOrganization,Abbey,
Object,,,,Abdomen,
Entity,,,LogicalArgument,AbductiveArgument,
Object,,,,AbnormalAnatomicalStructure,
Process,Motion,Translocation,Transfer,Aborting,
Object,Artifact,Text,JointPublication,AboveTheLine,
Object,,,,AbrinToxin,
Process,InternalChange,BiologicalProcess,PathologicProcess,AbsenceSeizure,
Object,Artifact,BeverageArtifact,Vodka,Absolut,
Object,Artifact,Device,MeasuringDevice,AbsoluteAltimeter,
Object,Artifact,Device,ExplosiveDevice,AbsoluteDud,
Object,Artifact,Device,Filter,AbsoluteFilter,
Abstract,,,Concept,AbstractConcept,
Entity,,,,AbstractMachine,
Attribute,RelationalAttribute,RealtimeSystemAttribute,TimingRequirementAttribute,AbstractionLevelAttribute,
Object,Region,GeographicArea,WaterArea,AbyssopelagicZone,
Object,Artifact,Text,Certificate,AcademicDegree,
Object,Artifact,Device,ElectricDevice,Accelerometer,
Process,InternalChange,ComputerProcess,DataTransfer,AccessingWebPage,
Attribute,,,,AccountAttribute,
Physical,,,,AccountID,
Physical,,,,AccountNumber,
Process,,,,AccountTakeoverProcess,
Process,IntentionalProcess,SocialInteraction,Communication,Accrediting,
Object,,,,Acetaminophen,
Object,,,,AcetylLCarnitine,
Process,Motion,WeatherProcess,Precipitation,AcidRainfall,
Process,,,,Acidification,
Attribute,InternalAttribute,BiologicalAttribute,DiseaseOrSyndrome,AcquiredImmunoDeficiencySyndrome,
Abstract,Proposition,Model,Multipole,AcrossVariableAccumulator,
Abstract,Proposition,Model,Multipole,AcrossVariableSource,
Object,,,,Actinium,
Process,,,,Action,
Entity,,,,ActionProfile,
Process,IntentionalProcess,UserAction,UserSignifiedAction,ActivatingUIElement,
Entity,AbstractEntity,SampleSet,TelemetryStream,ActivationTelemetry,
Entity,,,,ActivationVector,
Abstract,Proposition,FieldOfStudy,Science,ActuaryScience,
Object,Artifact,Device,PhysicalDevice,Actuator,
Object,,,,Adalimumab,
Process,,,,AddToCart,
Object,,,,Adderall,
Process,InternalChange,BiologicalProcess,PathologicProcess,AddisonsDisease,
Object,,,,AdenosineTriphosphate,
Physical,,,,Adjective,
Abstract,Proposition,Agreement,FinancialAccount,AdjustableRateAccount,
Object,,,,AdrenalGland,
Object,,,,Adrenaline,
Attribute,PhysicalQuantity,ConstantQuantity,TimeMeasure,Advent,
Attribute,PhysicalQuantity,ConstantQuantity,TimeMeasure,AdventSunday,
Object,AutonomousAgent,Organization,ReligiousOrganization,Adventistsamfundet,
Physical,,,,Adverb,
Process,IntentionalProcess,SocialInteraction,Communication,Advert,
Process,IntentionalProcess,SocialInteraction,Communication,Advertising,
Object,AutonomousAgent,CommercialAgent,Business,AdvertisingAgency,
Object,AutonomousAgent,Organism,Plant,AegilopsGrass,
Object,AutonomousAgent,Organism,Plant,AegilopsSpeltoides,
Object,AutonomousAgent,Organism,Plant,AegilopsTauschii,
Process,,,,Aerating,
Object,,,,Aerius,
Object,Artifact,Device,RecreationOrExerciseDevice,AerobicExerciseDevice,
Process,IntentionalProcess,RecreationOrExercise,FitnessExercise,Aerobics,
Object,Artifact,Device,Holder,Aeropress,
Process,Motion,LiquidMotion,CoffeeMaking,AeropressingCoffee,
Object,,,,Aerosal,
Object,,,,AerosolizedAgent,
Object,,,,AerosolizedBacillusAnthracis,
Process,Motion,Translocation,Transfer,Afforestation,
Object,Artifact,Text,Certificate,AfghanAfghaniCoin,
Process,IntentionalProcess,OrganizationalProcess,PoliticalProcess,AfghanUnitedNationsStatusDetermination,
Object,,,,Aflatoxin,
Attribute,PhysicalQuantity,ConstantQuantity,TimeMeasure,Afternoon,
Process,Motion,GeologicalProcess,EarthTremor,Aftershock,
Physical,Collection,Group,GroupOfPeople,AgeGroup,
Object,AutonomousAgent,CommercialAgent,Business,Agency,
Object,AutonomousAgent,SentientAgent,CognitiveAgent,Agent,
Physical,,,,AgentID,
Process,,,,AgentPatientProcess,
Object,Artifact,Device,TransportationDevice,AgentPoweredVehicle,
Object,AutonomousAgent,SentientAgent,CognitiveAgent,AgentiveEntity,
Entity,Game,Sport,MartialArts,Aikido,
Object,,,,Aioli,
Object,,,,Air,
Object,Artifact,Device,SelfPoweredDevice,AirAttackMissile,
Object,Artifact,Device,CoolingDevice,AirConditioner,
Object,Artifact,Device,Machine,AirConditioningCompressor,
Object,Artifact,Device,Machine,AirConditioningCondenser,
Object,Artifact,Device,Machine,AirConditioningEvaporator,
Physical,,,,AirEngineCoolingSystem,
Object,Artifact,Device,Filter,AirFilter,
Object,AutonomousAgent,Organization,GovernmentOrganization,AirForce,
Object,Artifact,Device,SelfPoweredDevice,AirLaunchMissile,
Object,Region,FlowRegion,AirStream,AirMass,
Process,IntentionalProcess,Investigating,ReconnaissanceOperation,AirPhotographicReconnaissance,
Process,IntentionalProcess,SocialInteraction,Pollution,AirPollution,
Object,Artifact,Device,TransportationDevice,AirPump,
Attribute,,,,AirQualityAQIAttribute,
Process,IntentionalProcess,Investigating,ReconnaissanceOperation,AirReconnaissance,
Process,Motion,Translocation,Transportation,AirTransportation,
Process,IntentionalProcess,SocialInteraction,ServiceProcess,AirTransportationService,
Physical,,,,AirTransportationSystem,
Object,Artifact,Device,TransportationDevice,Aircraft,
Object,Artifact,Device,TransportationDevice,AircraftCarrier,
Object,AutonomousAgent,CommercialAgent,Business,Airline,
Abstract,Proposition,ClassificationScheme,CodeMap,AirlineCodeMap,
Object,Region,Transitway,LandTransitway,AirlineHub,
Object,Artifact,Device,TransportationDevice,Airplane,
Object,Region,Transitway,LandTransitway,Airport,
,,,,AirportApron,
Process,IntentionalProcess,SocialInteraction,ServiceProcess,AirportShuttleService,
Object,Artifact,Device,MeasuringDevice,AlarmClock,
Abstract,,,,Album,
Abstract,,,,AlbumChart,
Object,,,,Alcohol,
,,,,AlcoholMenu,
Object,,,,Aldosterone,
Attribute,RelationalAttribute,NormativeAttribute,ObjectiveNorm,AlethicAttribute,
Object,,,,Alfalfa,
Object,AutonomousAgent,Organism,Plant,AlfalfaPlant,
Object,AutonomousAgent,Organism,Photoautotroph,Alga,
Object,AutonomousAgent,SentientAgent,CognitiveAgent,AlienCognitiveSystem,
Attribute,,,,AlignmentConcept,
Entity,,,,AlignmentContext,
Attribute,,,,AlignmentFailureMode,
Attribute,,,,AlignmentMaskAttribute,
Attribute,,,,AlignmentPrinciple,
Attribute,,,,AlignmentProperty,
Entity,,,,AlignmentSpecification,
Attribute,,,,AlignmentStatus,
Object,,,,Alkaloid,
Object,Artifact,Device,TransportationDevice,AllTerrainVehicle,
Object,,,,Allegra,
Process,InternalChange,BiologicalProcess,PathologicProcess,AllergicReaction,
Object,AutonomousAgent,Organism,Animal,Alligator,
Attribute,,,,AllocationRule,
Object,,,,AlmondNut,
Object,,,,Aloes,
Object,,,,AloeveraGel,
Object,,,,AloeveraPlant,
Object,,,,AloveraGel,
Physical,,,,Alpha2IDString,
Physical,,,,Alpha2String,
Physical,,,,Alpha3IDString,
Physical,,,,Alpha3String,
Physical,,,,AlphaIDString,
Physical,,,,AlphaNumericIDString,
Physical,,,,AlphaNumericString,
Physical,,,,AlphabeticCharacter,
Physical,,,,AlphabeticString,
Object,Artifact,Product,ComputerHardware,AltKey,
Process,IntentionalProcess,UserAction,UserDirectAction,AltKeyHoldDown,
Object,Artifact,Device,Machine,Alternator,
Object,Artifact,Device,MeasuringDevice,Altimeter,
Attribute,PhysicalQuantity,ConstantQuantity,LengthMeasure,AltitudeMeasure,
Object,,,,Alumina,
Object,,,,Aluminum,
Object,Artifact,Product,DurableGood,AluminumMetal,
Object,,,,Alveolus,
Object,Artifact,BeverageArtifact,AlcoholicBeverage,Amaretto,
Attribute,RelationalAttribute,NormativeAttribute,SubjectiveAssessmentAttribute,AmbienceAttribute,
Attribute,RelationalAttribute,NormativeAttribute,SubjectiveAssessmentAttribute,AmbienceRating,
Object,Artifact,Device,TransportationDevice,Ambulance,
Object,AutonomousAgent,CommercialAgent,Business,AmbulanceCompany,
Object,AutonomousAgent,GeopoliticalArea,City,AmericanCity,
Object,Artifact,Text,Certificate,AmericanExpressCard,
Object,AutonomousAgent,GeopoliticalArea,StateOrProvince,AmericanState,
Object,,,,Americano,
Object,,,,Americium,
Object,,,,AminoAcid,
Object,,,,Aminopenicillin,
Object,,,,Amphetamine,
Object,AutonomousAgent,Organism,Animal,Amphibian,
Process,IntentionalProcess,Investigating,ReconnaissanceOperation,AmphibiousReconnaissance,
Object,AutonomousAgent,Organization,PoliticalOrganization,AmphibiousReconnaissanceUnit,
Object,Artifact,Device,TransportationDevice,AmphibiousVehicle,
Object,,,,AmphipathicMolecule,
Object,Artifact,Device,ElectricDevice,Amplifier,
Process,Motion,Translocation,Transfer,Amputating,
Process,Motion,WeatherProcess,Wind,AnabaticWind,
Process,InternalChange,BiologicalProcess,Metabolism,AnabolicProcess,
Object,AutonomousAgent,Organism,Animal,Anaconda,
Object,Artifact,Device,RecreationOrExerciseDevice,AnaerobicExerciseDevice,
Object,,,,Analgesic,
Process,,,,AnalogousProcess,
Process,CognitiveProcess,HatcatMentalProcess,ReasoningProcess,AnalyticReasoning,
Process,InternalChange,BiologicalProcess,PathologicProcess,Anaphylaxis,
Object,,,,AnatomicalStructure,
Object,Artifact,Device,AttachingDevice,Anchor,
Object,Region,GeographicArea,WaterArea,Anchorage,
Object,,,,Androgen,
Object,,,,Anesthesia,
Process,IntentionalProcess,Repairing,TherapeuticProcess,Anesthetizing,
Object,AutonomousAgent,SentientAgent,CognitiveAgent,Angel,
Object,AutonomousAgent,Organization,ReligiousOrganization,AnglicanApostolicEpiscopalFreeChurch,
Object,AutonomousAgent,Organization,ReligiousOrganization,AnglicanChurch,
Process,Motion,BodyMotion,Gesture,AngryFacialExpression,
Process,IntentionalProcess,SocialInteraction,Communication,AngryVoiceUtterance,
,,,,AnimalAgriculturalArtifact,
Object,Artifact,Product,AgriculturalProduct,AnimalAgriculturalProduct,
Object,,,,AnimalAnatomicalStructure,
Object,Artifact,Device,Toy,AnimalDoll,
Object,,,,AnimalFat,
Physical,,,,AnimalLanguage,
Object,,,,AnimalShell,
Object,,,,AnimalSubstance,
Physical,Collection,Group,GroupOfAnimals,AnimalTeam,
Object,,,,Ankle,
Object,,,,AnkleBone,
Object,Artifact,Text,FactualText,Announcement,
,,,,Annuity,
Process,IntentionalProcess,ContentDevelopment,PersonalDataProcessing,Anonymization,
Attribute,,,,Anonymized,
Process,IntentionalProcess,SocialInteraction,Communication,Answering,
Object,AutonomousAgent,Organism,Animal,AntInsect,
Object,,,,Antacid,
Attribute,PhysicalQuantity,ConstantQuantity,TimeMeasure,AnteMeridiem,
Object,AutonomousAgent,Organism,Animal,Antelope,
Object,Artifact,Device,EngineeringComponent,Antenna,
Abstract,Proposition,FieldOfStudy,Science,Anthropology,
Attribute,,,,AntiAnalysisBehavior,
Object,AutonomousAgent,Organization,GovernmentOrganization,AntiArmorPlatoon,
Object,Artifact,Device,Weapon,AntiArmorWeapon,
Attribute,,,,AntiDetectionBehavior,
Process,,,,AntiForensicAction,
Object,,,,AntiInflammatory,
Object,,,,AntiParasitic,
Process,IntentionalProcess,Maneuver,DirectActionActivity,AntiSurfaceOperation,
Object,Artifact,Device,Weapon,AntiTankMissile,
Object,Artifact,Device,Weapon,AntiTankWeapon,
Physical,Collection,Group,GroupOfPeople,AntiVaxxer,
Object,,,,AntiViralMedicine,
Object,,,,Antibiotic,
Object,,,,Antibody,
Object,Artifact,Device,MeasuringDevice,AntibodyCOVIDTest,
Object,,,,Anticoagulant,
Object,,,,Antidepressant,
Object,,,,Antidiuretic,
Object,,,,Antifreeze,
Object,,,,Antigen,
Object,,,,AntigenA,
Object,,,,AntigenB,
Object,,,,Antihistamine,
Object,Artifact,Device,Brake,AntilockBrake,
Object,,,,Antimony,
Object,,,,Antiparasitic,
Object,,,,Antipsychotic,
Object,,,,Antiseizure,
Object,Region,HoleRegion,BodyOrifice,Anus,
Object,Artifact,StationaryArtifact,Residence,ApartmentBuilding,
Object,Artifact,StationaryArtifact,Residence,ApartmentUnit,
Object,AutonomousAgent,Organism,Animal,Ape,
Object,Artifact,BeverageArtifact,AlcoholicBeverage,Aperitif,
Process,IntentionalProcess,SocialInteraction,Communication,Apologizing,
Object,AutonomousAgent,Organization,ReligiousOrganization,ApostolicChurch,
Object,AutonomousAgent,Organization,ReligiousOrganization,ApostoliskChurch,
Object,AutonomousAgent,Organization,GovernmentOrganization,AppealsCourt,
Object,,,,Apple,
Object,Region,GeographicArea,LandArea,AppleOrchard,
Object,Artifact,Text,FormText,Application,
Process,IntentionalProcess,Repairing,TherapeuticProcess,ApplyingTourniquet,
Process,IntentionalProcess,SocialInteraction,Communication,Appointing,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,Appraisal,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AppraisalAsExpected,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AppraisalOfAvoidabilityOfConsequences,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AppraisalOfCausalAgency,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AppraisalOfCausalIntent,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AppraisalOfCongruenceWithIdeals,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AppraisalOfDangerousness,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AppraisalOfDesirabilityOfConsequences,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AppraisalOfExpectedness,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AppraisalOfFamiliarity,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AppraisalOfGoalImportance,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AppraisalOfJusticeOfTreatment,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AppraisalOfLoss,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AppraisalOfPleasantness,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AppraisalOfPredictability,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AppraisalOfSocialAttention,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AppraisalOfSuddenness,
Attribute,InternalAttribute,BiologicalAttribute,PsychologicalAttribute,AppraisalOfUrgency,
Attribute,PhysicalQuantity,ConstantQuantity,TimeMeasure,April,
Object,Artifact,WearableItem,Clothing,Apron,
Object,AutonomousAgent,Organism,Animal,AquaticMammal,
Object,Region,GeographicArea,LandArea,ArableLand,
Object,AutonomousAgent,Organism,Animal,Arachnid,
Object,,,,ArchaealCell,
Object,AutonomousAgent,CommercialAgent,Business,ArchitectureFirm,
Entity,,,,ArchitectureRepresentation,
,,,,ArcticRegion,
Object,,,,Argon,
Process,IntentionalProcess,SocialInteraction,Communication,Arguing,
Attribute,,,,AridClimateZone,
Object,,,,Arm,
Object,,,,ArmBone,
Process,IntentionalProcess,Investigating,ReconnaissanceOperation,ArmedReconnaissance,
Object,Artifact,Device,TransportationDevice,ArmoredVehicle,
Object,AutonomousAgent,Organization,GovernmentOrganization,Army,
Physical,,,,ArrowIcon,
Object,Artifact,Product,ComputerHardware,ArrowKey,
Object,Artifact,Device,Weapon,ArrowProjectile,
Object,,,,ArrowrootStarch,
Object,,,,Arsenic,
Object,,,,Arsine,
Process,InternalChange,Damaging,Destruction,Arson,
Object,AutonomousAgent,Organization,EducationalOrganization,ArtMuseum,
Object,AutonomousAgent,Organization,EducationalOrganization,ArtSchool,
Object,Artifact,StationaryArtifact,Workshop,ArtStudio,
Object,,,,Artery,
,,,,Arthritis,
Object,AutonomousAgent,Organism,Animal,Arthropod,
Process,IntentionalProcess,SocialInteraction,Communication,ArtifactMediatedCommunication,
Object,Artifact,Device,Holder,ArtifactPackage,
Object,AutonomousAgent,SentientAgent,CognitiveAgent,ArtificialAgent,
Object,AutonomousAgent,SentientAgent,CognitiveAgent,ArtificialCognitiveSystem,
Object,AutonomousAgent,SentientAgent,CognitiveAgent,ArtificialIntelligence,
Physical,,,,ArtificialLanguage,
Object,Artifact,Device,EngineeringComponent,ArtificialSatellite,
Object,AutonomousAgent,Organization,GovernmentOrganization,ArtilleryBattery,
Object,Artifact,Device,Weapon,ArtilleryCannon,
Object,Artifact,Device,Weapon,ArtilleryGun,
Attribute,RelationalAttribute,SocialRole,OccupationalRole,ArtisticOccupation,
Object,,,,Arugula,
Object,,,,Asbestos,
Attribute,PhysicalQuantity,ConstantQuantity,TimeMeasure,AscensionThursday,
Process,InternalChange,BiologicalProcess,PhysiologicProcess,AsexualReproduction,
Object,Artifact,Device,MajorAppliance,AskoW6324,
Object,AutonomousAgent,Organism,Plant,AspenTree,
Object,Artifact,Product,MiningProduct,Asphalt,
Process,InternalChange,BiologicalProcess,PhysiologicProcess,Asphyxiation,
Object,,,,Aspirin,
Object,AutonomousAgent,Organization,GovernmentOrganization,AssaultAmphibianBatallion,
Object,AutonomousAgent,Organization,GovernmentOrganization,AssaultAmphibianPlatoon,
Object,AutonomousAgent,Organization,GovernmentOrganization,AssaultAmphibianUnit,
Object,AutonomousAgent,Organization,ReligiousOrganization,AssembliesOfGod,
Attribute,RelationalAttribute,RealtimeSystemAttribute,DesignPatternAttribute,AssessmentDesignPattern,
Process,,,,AssetAllocation,
Object,AutonomousAgent,Organization,ReligiousOrganization,AssociatedPresbyterianChurch,
Object,,,,Astatine,
Object,,,,AstronomicalBody,
Abstract,Proposition,FieldOfStudy,Science,Astronomy,
Entity,AbstractEntity,IntelligenceEntity,DetectionSignal,AstroturfingSignal,
Object,Region,GeographicArea,LandForm,Atoll,
Object,,,,Atom,
Object,,,,AtomicGroup,
Object,,,,AtomicNucleus,
Process,InternalChange,BiologicalProcess,PathologicProcess,Atrophy,
Object,,,,Atropine,
Process,,,,Attaching,
Entity,,,,AttackEntity,
Attribute,,,,AttackPattern,
Entity,,AIArtifact,ModelComponent,AttentionHead,
Entity,,AIArtifact,ModelComponent,AttentionLayer,
Entity,,,,AttentionMatrix,
Entity,AbstractEntity,IntelligenceEntity,DetectionSignal,AttractorDynamicsSignal,
Process,,,,Auctioning,
Object,Artifact,Device,HouseholdAppliance,AudioAmplifier,
Object,Artifact,Device,DataStorageDevice,AudioCassette,
,,,,AudioCreation,
Object,Artifact,Device,DataStorageDevice,AudioDataStorageDevice,
Object,Artifact,Text,AudioRecording,AudioFile,
Process,IntentionalProcess,UserAction,UserDirectAction,AudioInput,
Process,IntentionalProcess,UserAction,UserDirectAction,AudioInputControl,
Process,InternalChange,ComputerProcess,DataTransfer,AudioMessaging,
Object,Artifact,Device,DataStorageDevice,AudioVisualDataStorageDevice,
Physical,,,,AudioVisualFile,
,,,,Audiocassette,
Object,Artifact,StationaryArtifact,Building,Auditorium,
Object,Artifact,Furniture,Seat,AuditoriumSeat,
Object,,,,AuditoryCanal,
Attribute,PhysicalQuantity,ConstantQuantity,TimeMeasure,August,
Object,,,,Auricle,
Process,IntentionalProcess,Guiding,RegulatoryProcess,AuthorizationOfTransaction,
Object,Artifact,Device,Holder,AutoAirbag,
Process,InternalChange,BiologicalProcess,PathologicProcess,AutoImmuneDisorder,
Physical,,,,AutoSuspensionSystem,
Process,InternalChange,BiologicalProcess,PathologicProcess,AutoimmuneVasculitis,
Entity,,,,AutomatedFeedbackEvent,
Process,,,,AutomatedProcess,
Abstract,Proposition,Procedure,ComputerProgram,AutomaticApplication,
Object,Artifact,Device,Weapon,AutomaticGun,
Process,,,,AutomaticTransaction,
Physical,,,,Automobile,
Physical,,,,AutomobileExhaustSystem,
Object,Artifact,Device,SpeedGovernor,AutomobileGovernor,
Physical,,,,AutomobileIgnitionSystem,
Object,Artifact,Device,Damper,AutomobileShock,
Object,Artifact,Device,EngineeringComponent,AutomobileTransmission,
Process,InternalChange,BiologicalProcess,PhysiologicProcess,AutonomicProcess,
Object,Artifact,Device,PhysicalDevice,AutonomousCar,
Process,,,,AutonomousControlProcess,
Process,Motion,Translocation,Transfer,AvalancheProcess,
Object,,,,Avocado,
Object,,,,AvocadoOil,
Process,IntentionalProcess,SocialInteraction,ChangeOfPossession,Awarding,
Object,,,,Axid,
Object,,,,Azulfidine,
Object,Artifact,Device,Weapon,BGM71TOW,
Object,Artifact,Device,TransportationDevice,BIPAPVentilator,
Object,,,,BZGas,
Physical,Collection,CommunicationSystem,RadioSystem,BabyMonitoringSystem,
Object,Artifact,BeverageArtifact,Rum,Bacardi,
Object,AutonomousAgent,Organism,ToxicOrganism,BacillusAnthracis,
Object,AutonomousAgent,Organism,ToxicOrganism,BacillusCereus,
Object,,,,Bacitracin,
Process,InternalChange,ChemicalProcess,ChemicalDecomposition,Backfire,
,,,,Bacon,
Object,AutonomousAgent,Organism,ToxicOrganism,BacterialAgent,
Attribute,InternalAttribute,BiologicalAttribute,DiseaseOrSyndrome,BacterialDisease,
Object,AutonomousAgent,Organism,Microorganism,Bacterium,
Object,AutonomousAgent,Organism,Carnivore,Badger,
Object,Artifact,Device,Holder,Bag,
Object,,,,Bagel,
Object,Artifact,BeverageArtifact,AlcoholicBeverage,Baileys,
Object,AutonomousAgent,CommercialAgent,Business,Bakery,
Process,IntentionalProcess,Making,Cooking,Baking,
Object,Artifact,GameArtifact,GamePiece,Ball,
Object,Artifact,Device,EngineeringComponent,BallJoint,
Object,Artifact,Device,SelfPoweredDevice,BallisticMissile,
Object,Artifact,Device,Holder,Balloon,
Abstract,Proposition,Agreement,FinancialAccount,BalloonLoan,
Object,Artifact,Text,FormText,Ballot,
Object,AutonomousAgent,Organism,Plant,BalsaTree,
Object,Artifact,ForestArtifact,WoodArtifact,BalsaWood,
Object,AutonomousAgent,Organism,Plant,Bamboo,
Object,,,,Banana,
Physical,,,,BankAccountNumber,
Object,Artifact,Text,Certificate,BankCard,
Process,,,,BankCardPayment,
Object,AutonomousAgent,Organization,FinancialOrganization,BankFinancialOrganization,
Abstract,Proposition,Agreement,FinancialAccount,BankTermLoan,
Object,AutonomousAgent,Organization,ReligiousOrganization,BaptistChurch,
Object,AutonomousAgent,Organization,ReligiousOrganization,BaptistUnionOfGB,
Object,AutonomousAgent,Organization,ReligiousOrganization,BaptistUnionOfIreland,
Object,AutonomousAgent,Organization,ReligiousOrganization,BaptistUnionOfScotland,
Object,AutonomousAgent,Organization,ReligiousOrganization,BaptistUnionOfWales,
Object,AutonomousAgent,Organization,ReligiousOrganization,Baptistsamfundet,
Process,IntentionalProcess,SocialInteraction,Communication,BargainSale,
Object,Artifact,Device,TransportationDevice,Barge,
Object,Artifact,Device,TransportationDevice,BargeCarrierShip,
Object,,,,Barite,
Object,,,,Barium,
Process,Motion,Radiating,RadiatingSound,Barking,
,,,,BarleyGrain,
Object,AutonomousAgent,Organism,Plant,BarleyGrass,
Object,Artifact,StationaryArtifact,Building,Barn,
Object,Artifact,Device,MeasuringDevice,BarometricAltimeter,
Attribute,RelationalAttribute,SocialRole,OccupationalRole,Bartender,
Object,Artifact,Device,ElectricDevice,Base,
Entity,Game,Sport,TeamSport,Baseball,
Object,Artifact,StationaryArtifact,Building,BaseballDugout,
Object,Artifact,StationaryArtifact,SportsFacility,BaseballField,
Process,IntentionalProcess,Maneuver,GameShot,BaseballHit,
Process,IntentionalProcess,Maneuver,GameShot,BaseballRun,
Process,IntentionalProcess,Maneuver,GameShot,BaseballSingle,
Process,IntentionalProcess,Maneuver,BaseballManeuver,BaseballSteal,
Process,IntentionalProcess,Maneuver,BaseballManeuver,BaseballStrike,
Physical,Collection,Group,GroupOfPeople,BaseballTeam,
Process,IntentionalProcess,Maneuver,BaseballManeuver,BaseballWalk,
Object,Artifact,StationaryArtifact,BuildingLevel,Basement,
Object,,,,Basil,
Object,Region,GeographicArea,LandForm,Basin,
Object,Artifact,Device,Holder,Basket,
Object,Artifact,GameArtifact,GamePiece,BasketBall,
Entity,Game,Sport,TeamSport,Basketball,
Physical,Collection,Group,GroupOfPeople,BasketballTeam,
Object,Artifact,Device,HouseholdAppliance,BathBodyCareAppliance,
Object,Artifact,Device,WashingDevice,BathTub,
Process,IntentionalProcess,Maintaining,Cleaning,Bathing,
Object,Artifact,Device,WashingDevice,BathingDevice,
Object,Artifact,StationaryArtifact,Room,Bathroom,
Object,Region,GeographicArea,WaterArea,BathypelagicZone,
Object,,,,Batrachotoxin,
Object,AutonomousAgent,Organization,GovernmentOrganization,Battalion,
Object,Artifact,Device,ElectricDevice,Battery,
Object,Artifact,Device,ElectricDevice,BatteryCharger,
Object,Artifact,Device,ElectricDevice,BatteryPoweredDevice,
Process,IntentionalProcess,SocialInteraction,Contest,Battle,
Object,Region,GeographicArea,WaterArea,Bay,
Object,Artifact,Device,SelfPoweredDevice,BeamRidingGMissile,
Object,,,,Bean,
Object,AutonomousAgent,Organism,Carnivore,Bear,
Object,Artifact,Device,EngineeringComponent,Bearing,
Process,InternalChange,BiologicalProcess,PsychologicalProcess,BecomingDrunk,
Process,InternalChange,BiologicalProcess,PhysiologicProcess,BecomingPale,
Object,Artifact,StationaryArtifact,Room,Bedroom,
Object,AutonomousAgent,Organism,Animal,Bee,
Object,AutonomousAgent,Organism,Plant,BeechTree,
Object,Artifact,ForestArtifact,WoodArtifact,BeechWood,
,,,,Beef,
Object,Artifact,StationaryArtifact,Building,BeerBrewery,
